file,condition,judge,n_total,n_failed,fail_rate,status,waived
results/global_babur/baselayer_judgments_merged.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/baselayer_judgments_merged.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/baselayer_judgments_merged.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/baselayer_judgments_merged.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_gemini_flash.json,C8_raw_corpus,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_gemini_flash.json,C9_raw_corpus_plus_spec,gemini_flash,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_gpt4o.json,C8_raw_corpus,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_gpt4o.json,C9_raw_corpus_plus_spec,gpt4o,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_gpt54.json,C8_raw_corpus,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_gpt54.json,C9_raw_corpus_plus_spec,gpt54,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_haiku.json,C9_raw_corpus_plus_spec,haiku,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C8_raw_corpus,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C8_raw_corpus,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C8_raw_corpus,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,gemini_flash,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,gpt4o,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,gpt54,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,haiku,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,opus,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,sonnet,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_opus.json,C9_raw_corpus_plus_spec,opus,38,38,1.0,FULL_FAIL,Y
results/global_babur/c8_c9_judgments_sonnet.json,C9_raw_corpus_plus_spec,sonnet,38,38,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gemini_flash.json,C1_supermemory_fp,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gpt4o.json,C1_supermemory_fp,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gpt54.json,C1_supermemory_fp,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_haiku.json,C1_supermemory_fp,haiku,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,haiku,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,opus,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,sonnet,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_opus.json,C1_supermemory_fp,opus,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_sonnet.json,C1_supermemory_fp,sonnet,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_gemini_flash.json,C1_supermemory,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_gemini_flash.json,C3_supermemory,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_gpt4o.json,C1_supermemory,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_gpt4o.json,C3_supermemory,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_gpt54.json,C1_supermemory,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_gpt54.json,C3_supermemory,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_merged.json,C1_supermemory,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_merged.json,C1_supermemory,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_merged.json,C1_supermemory,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_merged.json,C3_supermemory,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_merged.json,C3_supermemory,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_babur/supermemory_judgments_merged.json,C3_supermemory,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_gemini_flash.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_gemini_flash.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_gpt4o.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_gpt4o.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_gpt54.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_gpt54.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_merged.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_merged.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_merged.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_merged.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_merged.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/baselayer_judgments_merged.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_gemini_flash.json,C8_raw_corpus,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_gemini_flash.json,C9_raw_corpus_plus_spec,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_gpt4o.json,C8_raw_corpus,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_gpt4o.json,C9_raw_corpus_plus_spec,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_gpt54.json,C8_raw_corpus,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_gpt54.json,C9_raw_corpus_plus_spec,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_merged.json,C8_raw_corpus,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_merged.json,C8_raw_corpus,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_merged.json,C8_raw_corpus,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/c8_c9_judgments_merged.json,C9_raw_corpus_plus_spec,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gemini_flash.json,C1_supermemory_fp,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gpt4o.json,C1_supermemory_fp,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gpt54.json,C1_supermemory_fp,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_haiku.json,C1_supermemory_fp,haiku,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,haiku,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,opus,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,sonnet,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_opus.json,C1_supermemory_fp,opus,39,39,1.0,FULL_FAIL,Y
results/global_bernal_diaz/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_sonnet.json,C1_supermemory_fp,sonnet,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_gemini_flash.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_gemini_flash.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_gpt4o.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_gpt4o.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_gpt54.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_gpt54.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_merged.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_merged.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_merged.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_merged.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_merged.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_cellini/baselayer_judgments_merged.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gemini_flash.json,C1_supermemory_fp,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gpt4o.json,C1_supermemory_fp,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_gpt54.json,C1_supermemory_fp,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_haiku.json,C1_supermemory_fp,haiku,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,haiku,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,opus,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_merged.json,C1_supermemory_fp,sonnet,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_opus.json,C1_supermemory_fp,opus,39,39,1.0,FULL_FAIL,Y
results/global_cellini/supermemory_fullpipeline_archive_free_tier_20260423_181634/supermemory_fullpipeline_judgments_sonnet.json,C1_supermemory_fp,sonnet,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_gemini_flash.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_gemini_flash.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_gpt4o.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_gpt4o.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_gpt54.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_gpt54.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_merged.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_merged.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_merged.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_merged.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_merged.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_ebers/baselayer_judgments_merged.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_gemini_flash.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_gemini_flash.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_gpt4o.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_gpt4o.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_gpt54.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_gpt54.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_merged.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_merged.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_merged.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_merged.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_merged.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_equiano/baselayer_judgments_merged.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_gemini_flash.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_gemini_flash.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_gpt4o.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_gpt4o.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_gpt54.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_gpt54.json,C3_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_merged.json,C1_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_merged.json,C1_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_merged.json,C1_baselayer,gpt54,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_merged.json,C3_baselayer,gemini_flash,39,39,1.0,FULL_FAIL,Y
results/global_fukuzawa/baselayer_judgments_merged.json,C3_baselayer,gpt4o,39,39,1.0,FULL_FAIL,Y
